meeting_id,title,call_type,primary_theme,secondary_theme,products,start_time,duration_minutes,attendee_count,transcript_utterances,sentiment_score,overall_sentiment,transcript_sentiment_score,negative_utterance_share,positive_utterance_share,action_item_count,key_moment_count,risk_score,topics,summary,example_quote
01KQ45C0AD36B351A3571940,Aegis / Silverline Brands - Comply v2 Early Access Demo,External customer,Compliance & Audit,None,Comply,2026-04-03T15:15:00.000Z,50.3,2,47,4.8,very-positive,0.745,0.021,0.766,4,4,8,"compliance, pci dss, product demo, audit readiness, feature request, product integration","Kevin O'Brien demoed Aegis Comply v2 to Dominic Flores of Silverline, with the call timed well ahead of Silverline's PCI DSS renewal audit in six weeks. The key highlights included on-demand compliance reporting (down to ~8 seconds), native support for PCI DSS, SOC 2, HIPAA, and ISO 27001 in one platform, and detailed gap analysis with remediation guidance. Dominic was highly enthusiastic, noting that this addresses real pain points including slow report generation, fragmented tooling, and difficulty communicating gaps to leadership. Next steps include scheduling a hands-on walkthrough with Silverline's compliance lead after the GA release on April 7th.","Right, and that's gone in v2 — so what we've built is a fully on-demand reporting engine, so you click here, you select your framework — and this is the other big thing — we now support PCI DSS, SOC 2, HIPAA, and ISO 27001 all natively in t"
01KQ45C76AF3AEA6B3EA6697,Aegis / Steelpoint Manufacturing - Contract Review,External customer,Renewal & Commercial Risk,None,Comply,2026-03-24T17:45:00.000Z,34.6,3,40,2.8,mixed-negative,-0.025,0.1,0.075,4,4,10,"renewal, outage, sla, compliance, cmmc, competitive threat","Daniel Okafor and Sofia Petrov met with Harold Jensen to discuss the upcoming renewal of a three-module cybersecurity platform contract (Protect, Detect, and Comply) ahead of an April 30th deadline. Harold raised concerns about a recent six-hour outage that left his manufacturing environment without threat monitoring visibility, and Sofia explained the root cause and architectural fixes implemented since. Harold disclosed exploratory conversations with a competitor (CyberNova) and flagged a gap in CMMC compliance support needed for a Q4 audit. The parties aligned on three key deliverables: an enhanced SLA for Detect, a revised pricing structure accounting for the outage, and a written roadmap commitment on CMMC support.","Right, right. Yeah I think that was around the onboarding stuff. Okay so — look, before we get into the contract specifics, I do want to bring up the outage from a couple weeks ago. That's kind of been sitting with me."
01KQ45F6F7349D0A620571F1,Aegis / Brightpath Commerce - Competitive Evaluation,External customer,Competitive & Market,None,"Comply, Detect, Protect",2026-04-22T15:30:00.000Z,21.0,2,37,2.6,mixed-negative,-0.027,0.297,0.27,4,4,10,"churn risk, outage post-mortem, competitor evaluation, alert fatigue, contract renewal, compliance","Aisha Johnson (Aegis) spoke with Kendra Wallace (Brightpath) about the state of their security vendor relationship, which has been under strain following a six-hour Aegis Detect outage in March. Kendra disclosed that Brightpath has been actively evaluating SentinelShield as an alternative, driven by the outage and pre-existing alert fatigue concerns with Aegis Detect. Despite concerns about Detect, Kendra expressed satisfaction with Aegis Protect and the newly launched Comply v2 module. The call concluded with an agreement to hold a technical session in early May, bringing in Aegis engineers to address Detect reliability and alert tuning before a mid-May decision deadline ahead of the July contract renewal.","Sure. So we've been talking to SentinelShield, we've had a couple of pretty deep demo sessions with them, and their threat monitoring story is — I mean, it's compelling. Especially after, you know, what happened in March."
01KQ46A9DE0AECB006D897A0,Detect Outage - Escalation Bridge,Internal,Incident & Reliability,None,"Detect, Comply",2026-03-11T11:00:00.000Z,17.1,3,41,1.8,negative,-0.61,0.61,0.0,4,4,10,"service outage, incident response, customer communication, architecture gap, churn risk, sla compliance","A critical outage call was held between Tyler (engineering), Diana (customer success/sales), and Marcus (support) regarding a complete failure of the Detect threat monitoring pipeline that began at 2:47 AM. The ingestion layer experienced a cascading failure from a single point of failure, leaving all Detect customers with zero alert visibility. The estimated restoration window is four to eight hours, potentially resulting in up to twelve total hours of downtime. The team aligned on a remediation and communication plan, including thirty-minute customer status updates, direct outreach to at-risk enterprise accounts, and a post-incident architecture review.","We think — and I want to be careful here because we're still digging — but we think it's a single point of failure in the ingestion layer. Basically one node failed and instead of the load distributing properly it just, uh, it cascaded. Too"
01KQ4D01DCB15C69672AB5AF,Aegis / Clearwater Medical - Comply v2 Deployment Kickoff,External customer,Compliance & Audit,Product Feedback & Roadmap,Comply,2026-04-07T14:15:00.000Z,42.8,5,44,4.8,very-positive,0.795,0.0,0.795,4,4,4,"onboarding, compliance, hipaa, soc 2, deployment, multi-framework support","This was a kickoff call for Clearwater's onboarding onto Comply v2, which had just gone GA on the day of the call (April 7th). Aisha led the session alongside solutions architect Kevin O'Brien and staff engineer Mike Romano, walking Natalie and Ajay through the platform's key features including on-demand reporting, multi-framework support (HIPAA, SOC 2, PCI DSS, ISO 27001), and continuous monitoring. Ajay expressed strong enthusiasm for the on-demand reporting and continuous monitoring capabilities given painful past audit experiences. The team aligned on a fast deployment timeline targeting connector setup within the week, a baseline HIPAA report by Wednesday or Thursday, and a review call on Thursday.","Yeah and the other thing I want to highlight is the multi-framework support, so Comply v2 covers SOC 2, PCI DSS, HIPAA, and ISO 27001 all in one place — Kevin, do you want to speak a bit to how that's structured under the hood?"
01KQ4D504CE09A8F6ECA1F5A,Product Sync - Identity Roadmap,Internal,Identity & Access,Product Feedback & Roadmap,Identity,2026-02-09T17:30:00.000Z,39.4,3,43,3.8,mixed-positive,0.07,0.047,0.116,4,4,8,"identity roadmap, mfa policy engine, sso connectors, qa process, sprint planning, infrastructure bottleneck","Ananya Sharma, Hannah Liu, and Nina Kowalski held a planning sync focused on the Aegis Identity Q2 roadmap. The team aligned on two primary workstreams: an MFA policy rules engine and an expanded SSO connector library, with the risk-signal/adaptive MFA layer pushed to Q3 due to scope and technical dependencies. They established a rough timeline targeting a May GA for the MFA rules engine and prioritized Okta, Azure AD, and Google Workspace as the first SSO connectors. Key process improvements were agreed upon, including locking specs two weeks before QA hand-off and including acceptance criteria upfront to enable parallel test case development.","Yeah, for sure. So, at a high level, the ask from leadership is that we have a clearer story around Aegis Identity by end of Q2. Right now the feedback we're getting from sales is that the IAM side feels a little thin compared to what Senti"
01KQ4D71CDFB1045A2458216,Aegis / Bridgeport Health - Renewal Finalization,External customer,Renewal & Commercial Risk,None,"Comply, Protect, Identity",2026-04-23T13:30:00.000Z,39.5,4,50,4.1,mixed-positive,0.66,0.06,0.72,4,4,10,"renewal, compliance, incident review, product update, expansion, healthcare security","James Mitchell led a renewal call with Evelyn Park of Bridgeport, joined by Kevin O'Brien (Solutions Architecture) and Ravi Gupta (DevOps). Evelyn shared overall positive feedback on Aegis Protect and Identity modules, while raising concerns about a six-hour Detect outage in March. Ravi provided a technical explanation of the incident and remediation steps taken. The team aligned on renewal terms including flat pricing, Comply v2 access at no charge for year one, a 20% seat expansion rider, and several follow-up deliverables.","Right. Now — and I want to be fair here — Detect was a concern. The outage in March, the what, six hours of no visibility? That was not great. I was getting calls from my board."
01KQ4EE836687F95080D92AB,Detect Team - Sprint Planning,Internal,Product Feedback & Roadmap,None,Detect,2026-02-05T14:15:00.000Z,25.6,4,41,3.6,mixed-positive,0.0,0.049,0.049,4,4,9,"sprint planning, pipeline architecture, single point of failure, ci/cd improvement, capacity planning, sprint retrospective","The team held a sprint twelve planning meeting that began with a quick retrospective on sprint eleven, where seven of nine tickets were completed. Key carry-overs include alert deduplication and a pipeline latency investigation that revealed a significant single point of failure in the event ingestion layer. The team agreed on primary sprint twelve commitments: deduplication carry-over, pipeline architecture remediation, and a CI gate improvement, with detection rule versioning pushed to a stretch goal or sprint thirteen. Capacity constraints and QA bandwidth were key factors in scoping decisions.","Uh, a couple things. The test coverage on the new correlation rules was thin, we flagged that but it didn't get addressed before the sprint ended. And there was a regression in the alert severity scoring that we caught late — like day nine "
01KQ51DC4345D9DAE005678C,Aegis / Redwood Clinical - Product Feedback Session,External customer,Product Feedback & Roadmap,None,Comply,2026-02-22T13:15:00.000Z,40.3,3,41,3.2,mixed-positive,0.098,0.073,0.171,4,4,9,"hipaa reporting, compliance tooling, feature gaps, product feedback, audit workflow, roadmap","Daniel Okafor and Lisa Park held a structured feedback session with Thomas Hargrove from the healthcare vertical to discuss pain points with Aegis Comply after eight months of use. Thomas outlined four prioritized feature gaps: granular control-family filtering in HIPAA reports, scheduled automated report delivery to stakeholders, an executive summary layer, and period-over-period delta tracking for compliance posture. Thomas noted that while Protect and Identity modules are performing well, Comply feels behind and could eventually prompt evaluation of competing tools like VaultEdge if gaps persist. The call concluded with agreed next steps including a written summary, follow-up on scheduled delivery roadmap status, and an introduction to the healthcare vertical product liaison.","Okay, well — so the main thing, and this has been a recurring pain point for us, is around HIPAA reporting specifically. The current reporting in Comply is... it's okay, but it's pretty static. Like we can pull the report but there's no rea"
01KQ54917E3931712516916D,Aegis / Nimbus Platform - Comply v2 Preview,External customer,Compliance & Audit,None,"Comply, Detect",2026-04-01T16:15:00.000Z,54.3,2,49,4.8,very-positive,0.735,0.02,0.755,4,4,8,"compliance reporting, product demo, onboarding, pci dss, multi-framework support, upgrade rollout","Kevin O'Brien demoed Comply v2 to Keith Donovan of Nimbus ahead of its April 7th general availability launch. The demo highlighted on-demand multi-framework compliance reporting (SOC 2, PCI DSS, HIPAA, ISO 27001), cross-module data integration with Protect and Detect, and auditor-ready PDF output. Keith expressed strong enthusiasm, particularly around PCI DSS reporting given Nimbus's new financial services partnership. They aligned on a timeline to get Nimbus live on v2 by April 21st, with Keith's security engineering lead Priya handling the technical onboarding.","Okay yeah because I remember when we went through our last SOC 2 audit and my team spent like three days just pulling data together. Three days. That's not a compliance process, that's just suffering."
01KQ560FF1570C5E7F71D752,Aegis / Coastal Living Co - Protect Module Expansion,External customer,Backup & Recovery,None,"Protect, Comply",2026-04-19T15:15:00.000Z,45.7,2,46,4.8,very-positive,0.587,0.022,0.609,4,4,10,"onboarding, backup and recovery, hybrid environment, data protection, compliance, retail seasonality","Kevin O'Brien from Aegis spoke with Vanessa Cruz at Coastal Living about deploying Aegis Protect for their hybrid backup and recovery environment following a successful spring collection launch. Vanessa described a fragmented backup setup across CloudPrime and on-prem systems totaling 80-100TB across 40-50 workloads, with poor visibility being the primary pain point. Kevin outlined a phased three-part implementation plan, confirmed compatibility with their infrastructure, and discussed RPO/RTO requirements for their critical customer data platform. The call concluded with plans for a kickoff meeting the following Wednesday and next steps around onboarding documentation.","That's very achievable with Protect. We can actually get you to sub-one-hour RPO on that with continuous backup enabled — it's essentially near-real-time snapshotting. And on the recovery side, with our orchestrated recovery workflows, four"
01KQ56786DD1E8A1BF174FDD,Support Case #1993 - Forge Industries Comply v2 Early Access Question,Customer support,Compliance & Audit,None,Comply,2026-04-03T15:30:00.000Z,25.6,4,43,4.8,very-positive,0.791,0.0,0.791,4,4,6,"compliance reporting, product release, multi-framework support, feature request, upgrade migration, hipaa","Forge Industries (VP of IT Gerald Hutchins and Security Manager Dana Moretti) contacted support to inquire about early access to Comply v2, driven by the need for multi-framework compliance reporting across SOC 2, HIPAA, and PCI DSS. Senior support engineer Elena Vasquez and CSM David Kim informed them that Comply v2 is already in final QA and will GA on April 7th — just four days away — covering all three of their required frameworks plus ISO 27001. The team discussed automatic tenant upgrades, a migration assistant for control mapping, inline evidence collection, and an upcoming customer webinar on April 10th. Dana also raised a feature request around custom control labeling with internal policy numbers, which Elena agreed to investigate and formally log with the product team.","Full GA, available to all existing Comply customers. And the on-demand reporting piece — that's going to cover SOC 2, PCI DSS, HIPAA, and ISO 27001 right out of the gate. So your use case, Dana, honestly checks every box."
01KQ56AA6B60801ABC01AB1C,Support Case #8179 - Clearwater Medical Overage Charges Dispute,Customer support,Renewal & Commercial Risk,None,"Comply, Detect",2026-04-10T17:30:00.000Z,21.5,4,40,2.4,mixed-negative,-0.45,0.45,0.0,4,4,10,"billing dispute, overage charges, product migration, outage impact, compliance reporting, alert misconfiguration","Clearwater Medical's Ajay Mehta (Compliance Manager) and Natalie Simmons (IT Director) contacted Aegis Cloud Security to dispute a $4,000+ April invoice. The primary dispute involves $3,200 in Comply module overages tied to report generation during the v2 launch on April 7th, where Ajay explored multi-framework reporting features with no knowledge of plan limits and no in-app alerts — which turned out to be a misconfiguration affecting migrated accounts. An additional $840 Detect module overage appears potentially linked to replay traffic generated by Aegis's own March outage, which is being investigated. Sarah Chen committed to escalating both disputes as high priority, with a written Comply dispute response within 48 hours and a Detect log analysis by end of day.","I mean — it'll have to be. I just want to say for the record, we've been an Aegis customer for three years. We went through the March outage, we didn't make a huge fuss, we understood that things happen. But this invoice situation feels lik"
01KQ56D878454E5783DC6D94,Support Case #3536 - Stratos Cloud LogVault Integration Timeout,Customer support,Incident & Reliability,None,Detect,2026-04-22T12:30:00.000Z,12.8,3,41,2.4,mixed-negative,-0.22,0.268,0.049,3,4,10,"technical issue, logvault integration, data backfill, circuit breaker, churn risk, incident follow-up","Damien Rowe from Stratos Cloud contacted Aegis Cloud Security support regarding consistent timeout errors when Aegis Detect attempted to push event data to their LogVault HTTP Event Collector endpoint, an issue that had been ongoing since April 18th. David Kim and team lead Priya Patel diagnosed the root cause as a circuit breaker payload threshold introduced in the April 8th remediation build (v4.1.2) being triggered by Stratos's high event volume of 8,000-12,000 events per minute during peak hours. The fix involved switching the LogVault integration from batched to streaming mode to distribute load more evenly, followed by a retroactive backfill of four days of missed event data. Damien expressed serious frustration, noting this was the second major disruption this year and that his team was questioning whether to remain on the Aegis Detect platform.","Okay. Do the streaming mode. And I want a written summary of what happened here — the root cause, the timeline, what data was affected, and what was done to fix it. I need to take that to my leadership and frankly I'm going to need to share"
01KQ5A966832A146DA4B7D41,Aegis / Summit Trust - Platform Concerns Discussion,External customer,Renewal & Commercial Risk,None,"Comply, Identity",2026-03-26T16:00:00.000Z,53.0,2,47,2.4,mixed-negative,-0.298,0.404,0.106,4,4,10,"mfa enforcement, identity & access management, churn risk, support escalation, outage follow-up, renewal","Maria Santos (CSM) met with Alicia Monroe from Summit Trust to address concerns ahead of their upcoming renewal. Alicia raised critical issues with Aegis Identity, including inconsistent MFA enforcement in their loan origination system and internal reporting portal, as well as SSO session timeouts occurring well before the configured 60-minute policy. Alicia also disclosed that her CISO has initiated exploratory conversations with competitor VaultEdge due to concerns that the IAM solution does not feel enterprise-grade, and brought up a six-hour Detect outage earlier in the month that damaged internal trust. Maria acknowledged the support escalation pattern as unacceptable and committed to several concrete follow-up actions to retain the account.","Yeah. The March outage — I owe you a proper conversation about that. We've been proactive with some customers but I should have reached out to you directly and sooner, and I didn't, and that's on me."
01KQ5AFAE8264DDC0ED2AE7F,Aegis / Crestline Wealth - Identity Module Deployment,External customer,Identity & Access,Product Feedback & Roadmap,"Comply, Identity",2026-04-24T16:45:00.000Z,35.7,3,43,4.8,very-positive,0.721,0.0,0.721,4,4,7,"identity deployment, privileged access management, mfa migration, compliance audit, entra id integration, compliance reporting","Rachel Torres (Senior Account Manager) and Sofia Petrov (Senior Engineer) at Aegis held a pre-deployment discovery call with Derek Owens at Crestline to discuss adding the Aegis Identity module to their existing Protect and Detect deployment. Derek's organization has ~340 users on Entra ID with a mixed MFA environment and needs to address privileged access management gaps flagged in a February audit. Sofia outlined a three-phase deployment approach covering directory sync, MFA policy migration, and PAM, with an end-of-July target that is feasible given Crestline's environment. Derek also expressed interest in Aegis Comply v2 as a future add-on, which Rachel noted would benefit from the audit data generated during the Identity deployment.","Yeah, definitely. So, at a high level we're looking at three phases for a deployment like yours. Phase one is directory sync and SSO configuration — basically getting Aegis Identity talking to your Entra ID environment, setting up the SAML "
01KQ5BB8521F99E55470206E,Detect Team - Sprint Planning,Internal,Product Feedback & Roadmap,None,Detect,2026-03-02T09:15:00.000Z,25.1,5,41,4.1,positive,0.0,0.0,0.0,4,4,7,"sprint planning, bug fix, architecture, ingestion pipeline, alert deduplication, qa","The team held a sprint planning meeting to review carryover items and commit to work for the upcoming sprint. Nina flagged two edge cases in DETECT-219 related to wildcard regex matching that Tyler needs to fix before the ticket can be closed. Ananya raised an architectural concern about a single-node ingestion pipeline and proposed a design spike to address redundancy and failover, which Ravi agreed to scope collaboratively. The team settled on 13 story points for the sprint, including carryover, QA work, the design spike, and the alert deduplication ticket DETECT-231, intentionally leaving buffer after overcommitting last sprint.","So, uh, the core refactor is done — I finished that Thursday. But I want to flag something, and I think this is actually worth a conversation for sprint planning. The current architecture has a single ingestion node that everything funnels "
01KQ5D47170D4828E89EDE37,Support Case #7537 - Forge Industries Detect Recovery Confirmation,Customer support,Backup & Recovery,None,"Detect, Protect",2026-03-18T14:45:00.000Z,27.8,2,42,3.4,mixed-positive,0.048,0.048,0.095,4,4,10,"outage recovery, incident root cause, threat monitoring, data integrity, post-incident report, architectural remediation","Elena Vasquez from Aegis Cloud Security support called Dana Moretti of Forge Industries to discuss the recovery and closure of support case 7537 related to a Detect platform outage. The outage began March 10th with approximately six hours of complete threat monitoring visibility loss caused by a single point of failure in the event ingestion layer, followed by degraded performance through March 15th. Aegis implemented architectural fixes including redundant processing nodes and a circuit breaker pattern, with full restoration confirmed March 18th. Dana needs documentation for her CISO, including a data recovery summary for the blind-spot window and a formal post-incident report.","That's a good question and I want to give you an accurate answer here. Events that arrived during the outage window were queued but the processing queue itself was affected by the failure, so there is a gap in your processed alert history f"
01KQ5EC1665DCFD7A6B62A59,Support Case #8749 - Coastal Living Co SAML Certificate Rotation Bug,Customer support,Incident & Reliability,Identity & Access,"Identity, Detect",2026-03-29T15:15:00.000Z,10.1,3,37,2.2,mixed-negative,-0.351,0.432,0.081,4,4,10,"saml certificate rotation, product bug, authentication failure, service outage, customer reliability concerns, identity federation","Vanessa Cruz from a retail company contacted Aegis Cloud Security support regarding a critical SAML certificate rotation issue affecting 60-70% of her workforce on a Sunday. Support engineer Elena Vasquez identified the root cause as a known bug in Aegis Identity version 3.4.1, where the certificate rotation wizard fails to propagate new certificate metadata to all service provider connections. The team worked on a manual workaround requiring Vanessa's engineer Priya to re-import the new certificate metadata across all 14 SP connections. Vanessa expressed broader frustration with platform reliability, citing this bug alongside a recent Detect outage, and Marcus committed to escalating her concerns to customer success.","And this is — okay, sorry Marcus, I'm just — I'm really struggling here because we've been on this platform for two and a half years and we've had a rough few weeks, you guys had that Detect outage earlier this month and now this, it's like"
01KQ5F364545B542671FF9CE,Support Case #3546 - Meridian Capital SCIM Provisioning Request,Customer support,Identity & Access,None,"Comply, Identity",2026-03-07T13:30:00.000Z,21.3,4,41,3.7,mixed-positive,0.049,0.0,0.049,4,4,6,"scim provisioning, identity management, compliance, okta integration, deprovisioning, feature request","Jason Hoffman (CISO) and Suki Nakamura (Compliance Director) from Meridian Capital contacted Aegis Cloud Security support to discuss SCIM 2.0 integration between Okta and Aegis Identity for automated user provisioning and deprovisioning. Sarah Chen and Marcus Williams confirmed that native SCIM 2.0 is on the roadmap but not yet generally available, and recommended using Aegis's REST API with Okta Workflows as an interim solution. The team agreed this API approach could meet Meridian's 24-hour deprovisioning compliance requirement, with audit logs accessible through Aegis Comply. Next steps include sending API documentation, logging the SCIM feature request with Meridian's specific use case, and looping in the account manager for a roadmap discussion.","Yeah, so deprovisioning via the API is actually pretty reliable — when Okta triggers a user deactivation event you can configure the workflow to call our deactivate endpoint and it'll suspend the account in Aegis Identity, so they lose acce"
01KQ65D43540846FA994B6C4,Aegis / Frostbyte AI - Product Feedback,External customer,Product Feedback & Roadmap,None,"Comply, Identity",2026-04-25T14:45:00.000Z,39.4,3,41,3.7,mixed-positive,0.195,0.049,0.244,4,4,7,"role management, feature gap, soc 2 compliance, session timeout policy, product roadmap, identity access management","Rachel Torres and Sofia Petrov met with Victor Zheng of Frostbyte to discuss pain points after approximately eight months on Aegis Identity. Victor highlighted two key product gaps: the lack of hierarchical role inheritance in the flat role model, which causes manual permission duplication and complicates their ongoing SOC 2 audit, and the inability to configure session timeout policies per role or resource. Victor also praised Aegis Comply v2's on-demand SOC 2 reporting as a significant time-saver. He clarified he is not evaluating alternatives but wants assurance that Aegis Identity can scale with Frostbyte's rapid growth over the coming quarters.","Yeah, that would be helpful. Because right now what we're doing is — we're basically duplicating permissions manually across roles, which is, uh, it's error-prone and it's a pain to audit."
01KQ68FB3E9E60C4477CDAB4,Comply v2 - GA Deployment Plan,Internal,Compliance & Audit,Product Feedback & Roadmap,"Comply, Detect",2026-04-01T17:45:00.000Z,29.5,4,39,4.7,very-positive,0.692,0.0,0.692,4,4,9,"product launch, compliance reporting, infrastructure deployment, qa and testing, observability and alerting, rollback planning","The team held a pre-launch alignment call for the Comply v2 GA deployment scheduled for April 7th. Ravi confirmed infrastructure dry-runs in staging went cleanly, with a minor Lambda cold-start issue to be addressed via a warm-up ping. Nina reported full regression suite passage across all four compliance frameworks and three tenant sizes, flagging a p99 latency concern at 50 concurrent requests that will be monitored via a new MetricFlow alert. The team confirmed a phased rollout plan, a clean feature-flag-based rollback strategy, and agreed to keep the v1 reporting service running in parallel for two weeks post-GA.","Okay so, good news overall. We finished the full regression suite yesterday and everything passed. The on-demand report generation — all four frameworks, SOC 2, PCI DSS, HIPAA, ISO 27001 — tested across the three tenant sizes we defined, sm"
01KQ6A5CEAAFFBE3B0099E75,Support Case #6539 - Steelpoint Manufacturing LDAP Sync Failures,Customer support,Incident & Reliability,Identity & Access,"Identity, Detect",2026-03-22T09:15:00.000Z,20.9,2,44,2.4,mixed-negative,-0.227,0.273,0.045,4,5,10,"ldap sync failure, ssl certificate, support response time, active directory, product feedback, churn risk","Harold Jensen, IT Director at Steelpoint Manufacturing, called regarding a 3-day-old unresolved LDAP sync failure with Aegis Identity affecting 200+ employees on a 24/7 manufacturing floor. Marcus Williams diagnosed the root cause as an SSL handshake failure caused by an internal CA-issued certificate renewed during a maintenance window on March 18th that was not trusted by the Aegis connector. The issue was resolved live on the call by uploading the internal CA root certificate into the Aegis Identity TLS Configuration settings. Harold expressed significant frustration over the slow initial support response and broader confidence concerns about Aegis following a prior Detect outage, and Marcus committed to escalating the response time failure and arranging a follow-up call with the account manager.","You're right and I — I want to apologize for that response delay, that shouldn't have happened on a case with this kind of operational impact. I'm going to personally own this from here on out. Now, the 19th... let me check something real q"
01KQ6CAA850EAFDC48B52846,Aegis / Ironworks Corp - Vendor Comparison Discussion,External customer,Competitive & Market,None,"Comply, Detect",2026-04-14T13:45:00.000Z,33.9,3,41,2.6,mixed-negative,-0.22,0.317,0.098,4,4,10,"outage, compliance reporting, competitive threat, ot security, trust recovery, sla negotiation","Maria Santos met with Catherine Page and Russell Tang to address serious concerns about Aegis following a six-hour monitoring outage in March that affected their manufacturing OT environment, poor communication during the incident, and gaps in compliance reporting functionality. Catherine disclosed that their organization is actively evaluating a competitor, Fortiguard Pro, partly driven by these issues. Maria acknowledged the failures directly, informed the team that Aegis Comply v2 had just launched with improved ISO 27001 reporting, and proposed concrete next steps to rebuild trust. The call ended constructively with the customer open to continuing the relationship provided key commitments are met.",That's a fair criticism and it's one I've already escalated internally. The post-incident review identified that our customer notification process was too slow and too passive. We've since put in redundant processing nodes and implemented a
01KQ764171AC27A3A94DC695,Detect Reliability - 30-Day Review,Internal,Incident & Reliability,Compliance & Audit,"Detect, Comply",2026-04-07T13:45:00.000Z,45.8,3,53,2.8,mixed-negative,0.019,0.132,0.151,4,4,10,"post-incident review, service outage, compliance risk, customer retention, internal communications, product early access","This 30-day post-incident review covered the March 10-18 Detect module outage, which caused six hours of complete threat monitoring blindness for 47 affected accounts due to a single point of failure in the event ingestion pipeline. The engineering team confirmed fixes including redundant processing nodes and a circuit breaker pattern, both deployed by March 29th, with a clean 30-day window since. Customer Success raised concerns about two key accounts — Meridian Financial (August renewal at risk due to compliance audit impact) and Treswick Healthcare (HIPAA documentation concerns) — and the team discussed potential remediation strategies including early access to the Detect telemetry dashboard and a Comply v2 upsell conversation. The team aligned on several follow-up actions including drafting a customer-facing incident summary and improving internal communications protocols.","Perfect. So, uh, today's agenda — this is officially the 30-day post-incident review for the Detect outage that happened March 10th through the 18th. We want to cover what happened, where we landed with the fixes, and then Diana, I know you"
01KQ773D68723289E4A98889,Support Case #7572 - Brightpath Commerce Invoice Discrepancy,Customer support,Renewal & Commercial Risk,None,"Detect, Protect",2026-02-27T13:00:00.000Z,12.6,3,43,3.7,mixed-positive,0.023,0.0,0.023,4,4,6,"billing dispute, invoice overage, data retention, backup policy, account management, usage monitoring","Kendra Wallace, CTO of Brightpath Commerce, contacted Aegis Cloud Security support regarding a $1,400 discrepancy on her February invoice. Marcus Williams identified an overage charge of 2.31 terabytes under the Aegis Protect module, which was traced to a backup policy change made on January 3rd that added five new workloads including database instances. The team clarified that billing is calculated on pre-compression raw data, meaning the policy expansion unintentionally pushed usage over the 10 TB contracted tier. Marcus agreed to document the findings in a case summary and connect Kendra with account manager Devon Park to discuss a potential billing adjustment.","Yeah, so your contracted limit is 10 TB for Protect — Marcus, can you check what the usage reporting shows for January? That's the billing period this invoice covers."
01KQ77F2867FC54E13A8C495,Aegis / Brightpath Commerce - Detect Module Deployment,External customer,Product Feedback & Roadmap,None,"Detect, Comply",2026-02-11T09:15:00.000Z,45.8,2,44,3.9,mixed-positive,0.182,0.0,0.182,4,4,10,"onboarding, deployment planning, alert fatigue, reliability incident, cloud infrastructure, integrations","James Mitchell (AE) and Kendra Wallace (Brightpath) held an onboarding planning call for the Aegis Detect deployment across Brightpath's CloudPrime and Azure environments. They discussed deployment sequencing, timeline (roughly one month end-to-end), and the importance of completing the rollout before Brightpath's spring peak season in late March. Key integrations with PagerDuty and LogVault were confirmed as natively supported, and the system's seven-day observation/baseline mode was highlighted as a solution to Kendra's alert fatigue concerns. A December reliability incident was raised by Kendra and addressed transparently by James, who agreed to share the post-incident report.","Got it, that's helpful context. Aegis Detect handles both environments natively so that's not a concern, but it does affect how we sequence the deployment. Typically we recommend starting with the primary cloud environment first, getting th"
01KQ7B802912366FC0A24D4F,All Hands - April Update,Internal,Product Feedback & Roadmap,None,"Comply, Detect",2026-04-26T11:45:00.000Z,48.8,5,51,3.6,mixed-positive,-0.039,0.098,0.059,4,4,10,"outage post-mortem, product launch, compliance reporting, reliability engineering, roadmap planning, product bug","The team held an April all-hands covering three main topics: a retrospective on the March Detect outage, the Comply v2 launch status, and Q2 roadmap planning. The Detect outage post-mortem revealed a single point of failure in the ingestion layer that caused a six-hour customer-facing blackout, with redundant nodes and a circuit breaker pattern now deployed but a chaos engineering validation still needed. Comply v2 launched on April 7th with multi-framework compliance reporting and is showing early positive adoption, though two open bugs remain around PDF formatting and concurrent report timeouts. For Q2, the team agreed to prioritize reliability and observability work on Detect over new features, deferring pure feature additions to Q3.","Sure, yeah. So, uh, for those who maybe weren't as close to it — the outage ran roughly six hours in mid-March, March 10th through the 18th was the window where we were seeing instability, but the main event was that six-hour gap on the 10t"
01KQ7BF0D56037FF89DC89B6,Support Case #3266 - Trailhead Marketplace Detect Alerts Not Firing,Customer support,Incident & Reliability,None,"Detect, Comply, Protect",2026-03-11T17:45:00.000Z,10.0,3,36,1.4,very-negative,-0.639,0.639,0.0,4,4,10,"platform outage, detect pipeline failure, pci compliance, churn risk, incident communication, fraud monitoring","Isaac Brennan, infrastructure lead at Trailhead Marketplace, called Aegis Cloud Security support in frustration over a complete 15+ hour outage of Aegis Detect's event processing pipeline, leaving his retail platform blind to threats. Elena Vasquez and David Kim confirmed the issue is platform-wide, stemming from a cascading failure in the event ingestion layer, with no confirmed ETA for resolution. Isaac expressed serious concern about PCI compliance and fraud exposure during the outage, and was particularly upset that no proactive communication had been sent despite his status page subscription. Elena escalated the case to P1, committed to a two-hour update, and logged a formal request for a full written incident report by end of week. Isaac warned that the future of the contract depends on how the situation is handled in the next 24 hours.","I — I want to give you a concrete number, I really do. Right now engineering is working through the root cause analysis, we believe it's a cascading failure in the event ingestion layer but I don't have a confirmed resolution time I can com"
